2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,5
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,5
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,13
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,1,0,8
2,2,1,2,0,8
2,2,1,2,0,8
2,2,1,2,0,8
2,2,1,2,0,8
2,2,1,2,0,8
2,2,1,2,0,8
2,2,1,2,0,8
2,2,1,2,0,8
2,2,1,2,0,8
2,2,1,2,0,8
2,2,1,2,0,8
2,2,1,2,0,8
2,2,1,2,0,8
2,2,1,2,0,8
2,2,1,2,0,8
2,2,1,2,0,8
2,2,1,2,0,8
2,2,1,2,0,8
2,2,1,2,0,8
2,2,1,2,0,8
2,2,1,2,0,8
2,2,1,2,0,8
2,2,1,2,0,8
2,2,1,2,0,8
2,2,1,2,0,8
2,2,1,2,0,8
2,2,1,2,0,8
2,2,1,2,0,8
2,2,1,2,0,8
2,2,1,2,0,8
2,2,1,2,0,8
2,2,1,2,0,8
2,2,1,2,0,8
2,2,1,2,0,8
2,2,1,2,0,8
2,2,1,2,0,8
2,2,1,2,0,8
2,2,1,2,0,8
